permision_delivery_date,n/o,id,march_route_name,company_name,company_name_external,border_crossing,border_crossing_alternative,march_route_time_direct,march_route_time_return,march_route_regularity,license_terms,destionation_country_name,destionation_country_code,march_route_status
08.09.2016,384,PL384,Черкаси  - Краків,ПП Люкс-Авто-Транс,польський перевізник KRESY TUR Sp.z.o.o,Краковець,Грушів,21:10,21:10,Щоденно,2019-07-09 00:00:00,Польща,PL,True
,387,PL387,Чернівці-Щецин,"ТОВ ""ОДРІ"", 
 ",ODRI-PL Sp.z.o.o.,Шегині, Краковець,23:30,25:30,Щоденно,2019-07-12 00:00:00,Польща,PL,True
,388,LV388,"Чернівці (АС-1 вул. Головна,219)-Рига","ТОВ ""АТМ ТРАНС"" , 03040, м. Київ, вул. Васильківська, буд. 1, оф.206, Ліцензія АЕ № 573313","литовський перевізник ООО ""TRANSMIRAS"" Латвійськи перевізник ТОВ ""LATLINES""",Рава Руська,,,,,2019-02-26 00:00:00,Латвія,LV,True
,389,PL389,"Чернівці (АС-1, вул. Головна,219) - Гдиня","ПП Романишин О.В.|ПП ""МОДУЛЬТРАНС""",PKS w Ostrowcu. Sw. S.A.,Рава-Руська,Грушів,23:20,23:40,Щоденно,2019-03-07 00:00:00,Польща,PL,True
,391,PL391,Чернівці-Єлена Гура,"ПП ""Прикарпатський експресс"",
",Janosik Sp. Z.o.o., Шегині,Краковець,20:50,,Щоденно,2019-08-06 00:00:00,Польща,PL,True
,392,PL392,Чернівці -Глівіце,"ПП ""Прикарпатський експресс""",P.P.H.U. TRANS-SERVICE Sp.z.o.o.,Краковець ,Шегині,21:00,19:55,Щоденно,2019-08-06 00:00:00,Польща,PL,True
,394,PL394,Чернівці -Познань,ПП Опирук П.В. , P-Trans Sp.z.o.o.,Рава-Руська, Грушів,19:30,,Щоденно,2020-03-26 00:00:00,Польща,PL,True
,395,LT395,"Чернівці АС-1 (вул. Головна,216) - Вільнюс","ТДВ ""Ковельське АТП""|ТДВ ""Нововолинське АТП 10708"", 
 ","польський перевізник P.P.H.U. TRANS-SERVICE Sp.z.o.o.|
 Литовський перевізник UAB Olego transportas LTD",Устилуг ,Ягодин,27:15,25:15,Щоденно,2020-05-29 00:00:00,Литва,LT,True
,396,DE396,Чернівці АС-Дюйсбург,"ТОВ Колумб плюс 01135, м. Київ, вул. Златоустівська, 30/ 9 Ліцензія серії АГ № 504990",Габріела Бауер ГмбХ,Шегині / Краковець,,,,,2019-12-14 00:00:00,Німеччина,DE,True
,397,PL397,Чернівці-Вроцлав,"ПП Прикарпатський експресс 78200, Івано-Франківська обл., м. Коломия, вул. І. Майданського, буд. 12 Ліцензія серії АВ № 532187",Janosik Sp. Z.o.o.,Шегині,Грушів,19:00,19:00,Щоденно,2022-09-10 00:00:00,Польща,PL,True
,398,PL398,Чернігів-Варшава,"ПП ""Лис-Авто-Транс"" 9",L.A.T - LINES Sp.z.o.o.,Ягодин,Устилуг,19:15,16:45,Щоденно,2020-03-21 00:00:00,Польща,PL,True
,399,PL399,Чернігів-Щецин,ФОП Ковган О.А.,YOKATO Sp z o.o,Устилуг,,29:10,31:10,Щоденно,2019-01-07 00:00:00,Польща,PL,True
01.11.2017,400,PL400,Чернігів-Познань,"ПрАТ ""Піщанське АТП 10540""",FanLogic Spolka Jawna,"Ягодин
 ",Устилуг,22:15,21:50,Щоденно,2020-10-31 00:00:00,Польща,PL,True
,402,PL402,"ЧернігівАВ (вул. Перемоги,3)-Варшава","ТДВ ""Ковельське АТП"" 45006, м. Ковель, вул. Володимирська, буд. 154 Ліцензія серії АГ № 593940",PKS POLONUS w Warszawie S.A.,Ягодин ,Устилуг,18:55,18:05,Щоденно,2019-07-12 00:00:00,Польща,PL,True
,403,CZ403,"Шепетівка АС (Старокостянтинівське шосе, 2) - Чеський-Крумлов","ФОП Гей О.О. м. Нетішин, пр. Незалежності,3 кв. 181, Хмельницька обл., ліцензія АГ № 504950",польський перевізник East West Help Desk sp.z.o.o. Чеський перевізник INFOBUS s.r.o.,Краковець,,25:10,25:10,щоденно,2020-03-21 00:00:00,Чехія,CZ,True
01.11.2017,404,PL404,Шумськ-Лодзь,ФОП Павлюк В.І.,"
 LEON-BUS Sp. z o.o.",Рава-Руська,Угринів,12:45,21:40,Щоденно,2020-10-31 00:00:00,Польща,PL,True
,409,PL409,Кривий Ріг  - Щецин,"ПП ""Автотранзит"" 03191, 
 ПП ""Васильківтрансавто""","""AGAT"" B.U.H.",Ягодин ,Устилуг,31:50,31:40,Щоденно,2020-11-28 00:00:00,Польща,PL,True
22.03.2017,410,PL410,Чернігів- Варшава,"ПП ""Лис-Авто-Транс"" ",L.A.T - LINES Sp.z.o.o.,Ягодин,Устилуг,16:45,17:40,Щоденно,2020-03-21 00:00:00,Польща,PL,True
,411,PL411,"Вінниця АВ (вул. Київська,8) - Бидгощ","ПрАТ ""Тульчинське АТП 10507""",FanLogik Dominik Kowalski Marcin Slowinski spolka jawna,Рава Руська,,25:40,23:15,Щоденно,2019-11-17 00:00:00,Польща,PL,True
,412,MD412,"Дніпро(АС вул. Курчатова,10)-Кишинів","ПАТ АІТ 02121, м. Київ, вул. Автопаркова, 7
 Ліцензія серії АГ № 588947","Жолнач Александру ИП SRL""VERHOVTEVO TRANS""",Платоново,,,,,2019-08-20 00:00:00,Молдова,MD,True
,413,RU413,"Київ (АС Київ, пл. Московська,3) - Клімово","ФОП Пивоваров О.О. 04209, м. Київ, вул. Героїв Дніпра,22 кв. 87 Ліцензія серії АГ № 588929",ОАО Климовское АТП,Сеньківка,,,,,2022-06-18 00:00:00,Росія,RU,True
10.07.2017,414,PL414,"Київ (АС Київ, вул. С.Петлюри,32) - Легниця","СП ""Східно-Європейська Подорож"" ","""MADELTRANS""",Шегині,,26:15,24:55,Щоденно,2022-09-07 00:00:00,Польща,PL,True
,415,PL415,Біла Церква АС  - Свіноуйсьце,"ТОВ ""Мустанг Транс""","польський перевізник PP ""Zaklad Uslug Transportowo-Handolowych""",Ягодин,,31:20,,Щоденно,2020-08-03 00:00:00,Польща,PL,True
10.08.2016,416,RU416,Житомир-Москва,"ПП""Лис-Авто-Транс""",без паритету,Бачівськ,,18:00,18:00,Щоденно,2019-09-08 00:00:00,Росія,RU,True
,417,RU417,Київ (пл. Московська 3) - Москва (Новоясенівський пр-т4),"ТОВ ""Автотранс""",BussLine,Гремяч,,,,,2021-09-21 00:00:00,Росія,RU,True
,418,PL418,"Київ (АС ""Київ"", вул.Петлюри, 32) - Познань","ТОВ ""Володимирецьтранссервіс"" 
 Рівненська область, смт. Володимирець, вул. Соборна,2 г, Ліцензія АД "" 065162",Kaczynski BUS Sp.z.o.o.,Ягодин,,,,,2020-03-13 00:00:00,Польща,PL,True
,420,PL420,"Вінниця АС (вул. Київська,8) - Щецин","ПП ""Тернвояж"" ",FORTUNA TOUR Sp.z.o.o.,Грушів,Рава Руська,28:15,28:15,Щоденно,2021-03-25 00:00:00,Польща,PL,True
,421,PL421,"ХМЕЛЬНИЦЬКИЙ вул. Вінницьке шосе, 23 - ГДАНСЬК","ПП ""Корецьавтотранс""
 Рівненська обл., м. Корець, вул. Євгена Коновальця,80, ліцензія АЕ № 188743",польський перевізник East Weast Help Desk Sp.z.o.o.,Ягодин,,,,,2020-07-31 00:00:00,Польща,PL,True
,422,PL422,Вінниця-Гожув Велькопольський,"ПП ""Тернвояж""",Ideal Travel,Рава Руська,Грушів,25:30,24:50,Щоденно,2020-10-15 00:00:00,Польща,PL,True
,423,RU423,"Київ (АВ пл. Московська,3) - Волгоград","ТОВ ""Вега-Райзен"" 
 03040, м. Київ, вул. Васильківська, буд. 22 Ліцензія серії АВ № 337613",ООО Транс-Лайн ООО Ной,"Гоптівка, Плетенівка",,,,,2022-07-27 00:00:00,Росія,RU,True
,424,CZ424,"Київ АС Київ (вул. С. Петлюри,32)-Прага","ТОВ""ЄВРО СТАТУС"", 04111, Київ, вул.Салютна 10/20 , Ліцензія АЕ № 268484",чеський перевізник UMBRELLA TRAVEL & FUM s.r.o та польський перевізник ALEX-A Spolka z.o.o.,Ягодин / Угринів,,,,,2022-02-04 00:00:00,Чехія,CZ,True
,425,MD425,"РІВНЕ (вул. Київська,40) - ЛИПКАНИ","ПП ""Нов-Транс-Авто"", 60300, Чернівецька обл., Новоселицький р-н.. м. Новоселиця, вул. Котовського,106-а, Ліцензія АЕ № 421060",без паритету,Мамалига,,08:30,,Щоденно,2020-01-08 00:00:00,Молдова,MD,True
11.06.2018,427,RU427,Київ-Москва,"СП ІІ ТОВ""Шлях ГМБХ""","ООО""Транс-Вей-Белгород""",Бачівськ,,16:00,18:00,Щоденно,2023-10-06 00:00:00,Росія,RU,True
03.01.2018,429,PL429,Вінниця -Варшава,ФОП Гречанюк В.І. 21027,PKS Polonus w Warszawie S.A.,Ягодин,Устилуг,16:00,16:00,Щоденно,2023-02-01 00:00:00,Польща,PL,True
,430,MD430,Одеса-Кишинів,"ТОВ Август V 65017, м. Одеса, Люстдорфська дорога, 5.
 Ліцензія серії АВ № 532461",Гализ С В ООО,Кучурган,,,,,2020-02-04 00:00:00,Молдова,MD,True
04.10.2017,431,RU431,"Одеса (АВ ""Привокзальна"", пл. Старосінна, 1Б/2) - Москва","ПП ""ЛЮКС-СМС""","ООО ""БассисЛайн""",Бачівськ,,27:00,26:50,Щоденно,2020-07-16 00:00:00,Росія,RU,True
,432,MD432,"Одеса (АВ, Привоз, вул. Новощіпний ряд, 5))- Кишинів","ТОВ ""Август V"" 65017, м. Одеса, Люстдорфська дорога, 5.","""GALINZ-SV""",Маяки,,,,,2020-02-04 00:00:00,Молдова,MD,True
27.07.2017,433,PL433,"Київ АС ""Видубичі"" (вул. Набережно-Печерська дорога 10-а) - Познань",ФОП Новіков Л.А.,TKL Polski Transport Osobowy,Угринів,Устилуг ,24:45,22:45,Щоденно,2020-07-26 00:00:00,Польща,PL,True
09.07.2018,434,PL434,Київ-Варшава,"ТОВ""Українські лінії""|ТОВ""ААЗ Трейдінг-Автолюкс""",Ecolines Polska Sp.z.o.o.,Ягодин,Угринів,19:00,14:40,Щоденно,2021-08-07 00:00:00,Польща,PL,True
,436,PL436,"Івано-Франківськ (вул. Горбачевського,14) - Познань",ФОП Парипа О.І.,KL TEAM Kamil Lubanski,Рава Руська,,17:00,17:00,Щоденно,2019-07-12 00:00:00,Польща,PL,True
12.08.2016,437,PL437,Заліщики  - Варшава,"ПрАТ ""Збаразьке АТП-16140""",Krzysztof Kielbasa,Устилуг,,15:50,,Щоденно,2019-11-08 00:00:00,Польща,PL,True
17.03.2017,438,PL438,"Київ (АС Київ, вул. С. Петлюри, 32)-Варшава",ФОП Мельник О.Т. ,польський перевізник WENCEL-TOURIST Sp.z.o.o.,Ягодин,,14:10,14:20,Щоденно,2020-03-16 00:00:00,Польща,PL,True
,439,AZ439,"Київ АВ (пр. Науки,2/1) - Баку","ТОВ ""Вега-Райзен"" 
 03040, м. Київ, вул. Васильківська, буд. 22 Ліцензія серії АВ № 337613",азербайджанський перевізник «SKYBUS» LLC,Плетенівка,,,,,2019-11-15 00:00:00,Азербайджан,AZ,True
26.05.2017,440,PL440,"Київ АС ""Київ"" (вул. С. Петлюри, 32) - Гдиня","ТОВ ""Юніверс""|ПП ""ІНТЕРТРАНС""",OPENLINE Sp.z.o.o.,Устилуг,,26:15,26:15,Щоденно,2020-05-25 00:00:00,Польща,PL,True
,441,MD441,"Вінниця (вул. Київська, 8) - Флорешти (Молдова)","ФОП Лещенко Ю.В. 
 м. Вінниця, вул. Папаніна, буд. 1, кв. 6. Ліцензія серії АВ № 510237","""BAZA DE TRANSPORT AUTO nr. 14 or FLORESTI "" S.A.",Могилів Подільський,,,,,2020-11-28 00:00:00,Молдова,MD,True
,442,RU442,"Житомир ( АВ, Київська, 93)-Москва Новоясенівська","ПП Лис-Авто-Транс 93120, м. Лисичанськ, Луганська обл.., пр. Леніна, 115/184.
 Ліцензія серії АД № 076951",без паритету,Бачівськ,,,,,2019-07-18 00:00:00,Росія,RU,True
,443,PL443,"Рівне (вул. Київська,40)-Варшава","ПП Кустинець В.І. 33016, м. Рівне, вул. Р. Шухевича, 2/265 Ліцензія серії АВ № 371934",ПКС Полонус,Ягодин,,,,,2019-11-05 00:00:00,Польща,PL,True
04.08.2016,444,PL444,Київ  - Гданьск,"ТОВ ""Юніверс"",
 ",OpENLINE Sp.z o.o,Ягодин,,22:25,,Щоденно,2019-01-07 00:00:00,Польща,PL,True
02.08.2017,445,PL445,"КАМ`ЯНЕЦЬ-ПОДІЛЬСЬКИЙ АС (вул. Князів Коріотовичів,19) - ПОЗНАНЬ",ФОП Молот О.О.,польський перевізник East Weast Help Desk Sp.z.o.o.,Краковець,Грушів,23:10,23:10,Щоденно,2020-01-08 00:00:00,Польща,PL,True
,446,CZ446,Київ-Прага,"ТОВ ""Транстемпо""
 ","""TTBus"" s.r.o""./Jacek Legendziewicz JORDAN Group",Краківець,Шегині,24:30,24:30,Щоденно,2023-12-02 00:00:00,Чехія,CZ,True
,447,CZ447,"Київ (АС ""Київ, вул. С. Петлюри,32"") - Прага","ТОВ ""Транстемпо"",
 м. Київ, вул. Софіївська, буд.10-А, Ліцензія АГ 590969","чеський перевізник ""TTBus"" spol.s.r.o. Польський перевізник Jacek Legendziewicz ""Jordan Group""",Рава-Руська / Угринів,,,,,2020-05-14 00:00:00,Чехія,CZ,True
,448,PL448,Київ  - Познань,"ТОВ ""Володимирецьтранссервіс"" 
 ",Kaczynski BUS Sp.z o.o.,Ягодин ,Устилуг,21:40,20:40,Щоденно,2020-03-13 00:00:00,Польща,PL,True
,449,DE449,"Харків (АС-1, пр. Гагаріна,22)-Свісттал","ТОВ Євроклуб 03142, м. Київ, вул. В.Стуса, 9/89. Ліцензія серії АВ № 532422",НАП КВН ГмбХ /Евроклуб Бусрайзен ГмбХ,Шегині / Краковець,,,,,2019-10-07 00:00:00,Німеччина,DE,True
,450,CZ450,"ХЕРСОН АС вул. Будьоного,1 - КАРЛОВІ ВАРИ","ТОВ ""Іксора""",польський перевізник East Weast Help Desk Sp.z.o.o.|Чеський перевізник BOHEMIA VOYAGE s.r.o.,Краковець ,Шегині,36:30,33:45,Щоденно,2020-01-08 00:00:00,Чехія,CZ,True
,451,CZ451,Запоріжжя-Прага,"ТОВ ""ЛІНІЇ ПОЛІССЯ""",Jacek Legendziewicz JORDAN Group|TRANS JOB s.r.o. Musil Tour Spol s.r.o.,Краковець,Шегині,40:00,36:30,Щоденно,2020-03-10 00:00:00,Чехія,CZ,True
30.08.2016,452,RU452,"Київ (АС ""Автовокзал Київ"" пр-кт. Науки,1/2) - Москва","ПП ""Центуріон Плюс""|ПП ""Васильківтрансавто""","ООО ""СИРИУС""",Бачівськ,Катеринівка,15:00,15:30,Щоденно,2019-08-29 00:00:00,Росія,RU,True
28.02.2017,453,RU453,Київ-Тамбов,ФОП Данилевич С.О.,без паритету,Катеринівка,,18:45,,Щоденно,2020-02-27 00:00:00,Росія,RU,True
20.03.2017,454,PL454,Київ-Щецин,ФОП Левицький М.В.,«B.M.TUR» MARIUSZ LOJ|DOGDAN GRELA SPOLKA JAWNA,Краковець ,Грушів,29:15,29:15,Щоденно,2020-03-19 00:00:00,Польща,PL,True
14.06.2017,455,PL455,"Київ АС ""Видубичі"" (Набережно Печерська дорога,10 а) - Лодзь","ФОП Терлецький П.М., Тернопільська обл., Борщівський р-н, с. Дзвинячка, Ліцензія АД № 064681","польський перевізник ""MEGA-TRANS"" - Sp.z.o.o.",Устилуг,,18:00,18:00,Щоденно,2020-10-04 00:00:00,Польща,PL,True
,457,PL457,"Київ АС ""Видубичі"" набережно-Печерська дорога,10 - Свіноуйсьце","ТОВ Українські лінії 03113, м. Київ, пр. Перемоги, 62б. Ліцензія серії АЕ № 572036 ТОВ ""ААЗ ТРЕЙДІНГ-АВТОЛЮКС"", 03062, М. Київ, вул. Чистяківська, буд.30 ЄДРПОУ 40784911","польський перевізник ""ECOLINES-POLSKA"" Sp.z.o.o.",Ягодин,Устилуг,28:10,26:45,Щоденно,2020-04-26 00:00:00,Польща,PL,True
,459,IT459,"Кропивницький (АС-1 Олександрівське шосе,1)-Рим","ПП ""Захід-Транс-Сервіс""м.Чернівці вул.Головна , буд.222 к.2",італійський перевізник S.A.P. s.r.l.,Чоп,,,,,2022-10-05 00:00:00,Італія,IT,True
29.08.2016,460,RU460,"Кропивницький (АС, олександрійське шосе, 1)-Москва (Південні ворота)","ПП ""Васильківтрансавто""","ООО ""СИРИУС""",Сеньківка,,23:20,22:30,Щоденно,2019-08-28 00:00:00,Росія,RU,True
,461,DE461,"Херсон АС вул. Полковника Кедровського,1 (Будьоного)-Кобленц","ТОВ ""ОДРІ"", 
 79016, м. Львів, вул. Меретина, 10/1. Ліцензія серії АВ № 545195",німецький перевізник Kaufmann GmbH,Шегині,,,,,2020-07-16 00:00:00,Німеччина,DE,True
,463,MD463,"КОБЛЕВЕ АС (вул. Морська,153) - КАМ`ЯНКА","ФОП ""Гречанюк В.І.""","S..R.L. ""CAMAGENTUR""|ООО ""Китай-Свет""",Кучурган,,08:20,08:30,Щоденно,2020-01-08 00:00:00,Молдова,MD,True
,464,DE464,Одеса АВ-Кобленц,"СП ТОВ з ІІ Дотт-Кауфман і Ко 01054, м. Київ, вул. О. Гончара 65а, оф.3 Ліцензія серії АГ № 590975",Кауфманн ГмбХ,Шегині,,,,,2019-04-05 00:00:00,Німеччина,DE,True
,467,MD467,Коблево-Кишинів,"ТДВ ""Оріон-Авто"" 54007, м. Миколаїв, вул. Казарського, буд.4.
 Ліцензія серії АВ № 562984","S.R.L. ""Pascari Pavel-Trans""",Маяки,,,,,2023-02-15 00:00:00,Молдова,MD,True
,468,MD468,Коблево-Кишинів,"ТДВ ""Оріон-Авто""","S.R.L. ""Pascari Pavel-Trans""",Маяки,,6:20,6:20,Щоденно,2019-02-03 00:00:00,Молдова,MD,True
,471,MD471,"Коблево (АС Коблево-Курорт, вул. Морська, 149)-Кишинів","ТДВ Оріон Авто 54007, м. Миколаїв, вул. Казарського, буд.4.
 Ліцензія серії АВ № 562984",Паскар Павел Транс ООО,Маяки,,,,,2019-02-03 00:00:00,Молдова,MD,True
,474,DE474,"Харків (АС-1, пр. Гагаріна,22)-Крефельд",ТОВ КАН-ТРАНС,AON-TRANSPORTE GmBH,Шегині Ягодин,,,,,2019-02-18 00:00:00,Німеччина,DE,True
,476,CZ476,Турка -Прага,ПП Транс-Спорт,OK Garant s.r.o. AGAT B.U.H.,Краковець,Шегині,21:30,19:15,Щоденно,2019-10-07 00:00:00,Чехія,CZ,True
,477,DE477,Чернігів (АВ)-Штутгарт,"ТОВ ""Євровояж"", Київ, вул.Павлівська, 30/33, кв.1",DTG Deutsche Touring Gmbh,Ягодин,,,,,2023-02-25 00:00:00,Німеччина,DE,True
,478,CZ478,"Коломия АС (вул. Антоненка-Давидовича,15)-Хомутов","ПП ""Прикарпатський експресс"",
 78200, Івано-Франківська обл., м. Коломия, вул. І. Майданського, буд. 12. Ліцензія серії АВ № 532187",Чеський перевізник Nikolo s.r.o. Польський перевізник Janosik Sp.z.o.o.,Шегині ,Краковець,25:30,25:30,Щоденно,2020-03-21 00:00:00,Чехія,CZ,True
26.08.2015,479,BY479,"Ковель АС (бул. Л. Українки, 42) - Брест","ТДВ АТП 10706, 
 45006, м. Ковель, вул. Володимирська, буд. 154.. Ліцензія серії АГ № 593940","білоруський перевізник ВАТ ""Брестський автобусний парк""",Доманове,,3:45 | 3:50,3:40 | 3:50,Щоденно,2020-08-25 00:00:00,Білорусь,BY,True
10.07.2017,480,BY480,"Ковель АС бул. Л. Українки,42-Брест","ТДВ АТП 10706 45006, м. Ковель, вул. Володимирська, буд. 154 Ліцензія серії АГ № 593940",ОАО Брестский автобусний парк,Доманове,,03:45 | 3:50,03:50,Щоденно,2020-08-25 00:00:00,Білорусь,BY,True
03.04.2017,481,PL481,Київ (АВ Київ пр. Науки 1/2) - Валбжих,ПрАТ «Тульчинське АТП-10507»,"FanLogic Dominik Kowalski, Marcin Slowinski",Шегині ,Краковець,22:15,22:15,Щоденно,2019-09-22 00:00:00,Польща,PL,True
,482,DE482,"Запоріжжя (АВ пр. Леніна,20)-Ашаффенбург","ТОВ Євроклуб 03142, м. Київ, вул. В.Стуса, 9/89. Ліцензія серії АВ № 532422",HERRMANN-REISEN,Шегині / Краковець,,,,,2020-05-15 00:00:00,Німеччина,DE,True
,483,CZ483,"Надвірна (вул. Вокзальна, 2) - Плзень","ТзОВ ""Львівське АТП - 14631"", 
 79024, м. Львів, вул. Пластова, 10. Ліцензія серії АВ № 550341","польський - EWE-TRANS,
 чеський - Vital euro trans s.r.o.",Краковець / Шегині,,,,,2019-01-08 00:00:00,Чехія,CZ,True
10.10.2017,484,PL484,Шешори - Слубіце,"ПП ""Прикарпатський експресс"",
 ",Janosik Sp. Z.o.o.,Краковець ,Шегині,26:50,26:50,Щоденно,2020-09-10 00:00:00,Польща,PL,True
07.12.2016,485,BY485,Ковель-Брест,"ТДВ ""Ковельське АТП""","ОАО ""Брестский автобусний парк""",Доманово,,3:50,3:45,Щоденно,2019-02-12 00:00:00,Білорусь,BY,True
,487,PL487,Київ - Варшава,"ТОВ ""Українські лінії"" , 
 ТОВ ""ААЗ Трейдінг-Автолюкс"", ",Ecolines Polsko Sp.z o.o.,"Ягодин, Устилуг",Угринів,15:55,14:40,Щоденно,2019-07-07 00:00:00,Польща,PL,True
,489,PL489,Городенка-Зелена Гура,ПП Бальницький В.С.,P.P.H.U.TRANS-SERVACE Sp.z o.o.,Краковець,,24:05,24:00,Щоденно,2020-08-10 00:00:00,Польща,PL,True
04.08.2017,490,PL490,ВІННИЦЯ АС вул. Ватутіна 18 - ВАРШАВА,ФОП Лещенко Ю.В.,польський перевізник East Weast Help Desk Sp.z.o.o.,Устилуг,,18:25,18:25,Щоденно,2020-03-08 00:00:00,Польща,PL,True
,494,RO494,"Київ (АВ, пр-кт. Науки, 1/2) - Бухарест","ПП ""Біплан"",
 65029, м. Одеса, узвіз Ольгіївський, б.8а, кв.2 Ліцензія серії АВ № 465855",TORPEDO TUR INTERNATIONAL S.R.L,Старокозаче,,,,,2019-07-09 00:00:00,Румунія,RO,True
,495,PL495,"Луцьк (АС вул. Конякіна,39)-Варшава","ТзОВ ""Західні Автолінії"", 43000, Волнська обл. м. Луцьк, вул. Рівненьська, 25, Ліцензія АЕ № 188480","""Імпорт-Експорт-Транспорт""",Ягодин,,09:30,09:30,Щоденно,2021-11-12 00:00:00,Польща,PL,True
,496,DE496,Чернігів (АВ)-Кельн,"ТОВ Євроклуб 03142, м. Київ, вул. В.Стуса, 9/89. Ліцензія серії АВ № 532422",Hauerhof Busreisen GmbH,Шегині / Краковець,,,,,2019-03-03 00:00:00,Німеччина,DE,True
11.07.2016,497,PL497,Кіровоград -Бидгощ,"ПП ""Автотранзит""",AGAT B.U.H,Ягодин , Устилуг,32:00,28:30,Щоденно,2019-10-07 00:00:00,Польща,PL,True
04.12.2014,498,PL498,"Дніпро (АВ, вул. Курчатова, 10)-Згожелець","ТОВ Українські лінії 03113, м. Київ, пр. Перемоги, 62б. Ліцензія серії АЕ № 572036",Ecolines Polsko Sp.z o.o.,Шегині,,28:15,30:40,Щоденно,2020-02-02 00:00:00,Польща,PL,True
,500,PL500,Запоріжжя  - Познань,"ТОВ ""ЮНАС"" 
 "," ""AGAT"" B.U.H.",Ягодин,,33:50,35:00,Щоденно,2020-05-22 00:00:00,Польща,PL,True
,501,CZ501,Заліщики-Кралупи,ПП Бальницький В.С.,Nikolo s.r.o.,"Краковець 
 ",Грушів,23:30,24:00,Щоденно,2020-08-10 00:00:00,Чехія,CZ,True
,502,PL502,Мамалига АС - Бидгощ,"ПП ""Прикарпатський експресс"",
 ",Janosik Sp.z.o.o,Рава Руська,Грушівка,22:20,,Щоденно,2020-01-29 00:00:00,Польща,PL,True
,503,BY503,Коростень - Мозир,"ТзОВ ""АВТОСВІТ ЛТД"", Житомирська обл., м. Коростень, вул. Жовтнева, буд. 50. Ліцензія АД № 062473",АП №2 ВАТ Гомельоблавтотранс,Виступовичі,,,,,2022-08-14 00:00:00,Білорусь,BY,True
23.09.2019,505,PL505,"Коломия (АС, вул. Антоненка-Давидовича,15)-Бидгощ","ТДВ ""Коломийське АТП"", 
 78200, Івано-Франківська обл., м. Коломия, пр. Грушевського, 94. ЄДРПОУ 03116996","PKS ""SOKOLOW"" w Sokolowie Podlaskim S.A.",Рава-Руська,,17:30,17:30,Щоденно,2019-09-23 00:00:00,Польща,PL,True
13.03.2017,506,RU506,Косів -Москва,ФОП Опирук П.В. / ФОП Стрибко В.М. ,без паритету,Сеньківка,Бачівськ,25:30,25:30,Щоденно,2020-12-03 00:00:00,Росія,RU,True
,507,PL507,"Олешки АВ (вул. Порлетарська, 105)- Познань","ВАТ ""Тернопільське АТП 16127"", 
 46002, м. Тернопіль, вул. Галицька, 38. Ліцензія серії АГ № 587907",польський перевізник PTS Agnieszka Sieracka m.Jastkow,Краковець ,Грушів,37:00,35:00,Щоденно,2020-08-03 00:00:00,Польща,PL,True
02.07.2016,509,RU509,"Костянтинівка (АС, вул. Слов`янська,8 )-Санкт-Петербург","ПрАТ Краматорське АТП-11410""|ПП Осипа С.М.
 ","ООО ""БПП-РЕЙС""",Плетенівка,,30:20,30:20,"Всі дні, окрім четверга ",2019-01-07 00:00:00,Росія,RU,True
05.06.2018,510,RU510,Костянтинівка-Москва,"ТОВ""Форум Авто""|ПрАТ Краматорське АТП-11410""","ООО""Транс-Вей-Белгород""",Гоптівка,,17:30,17:30,Щоденно,2019-07-20 00:00:00,Росія,RU,True
,513,MD513,"Котовськ (АС вул. Перемоги,1а)-Кишинів",без паритету,S.R.L. TRANSNADAND AUTO,Платоново,,,,,2021-07-16 00:00:00,Молдова,MD,True
30.06.2016,518,RU518,"Красний Лиман (вул. Свободи,1)-Москва (Південні ворота)",ФОП Лисенко О.І.,"ООО ""Меридиа""",Просяне,,20:30,19:30,Щоденно,2021-06-29 00:00:00,Росія,RU,True
,520,RU520,"Кременчуг(вул. Воровського, 32/6) - Москва","ТОВ ""Полтавська нафтова компанія""
 36008, м. Полтава, вул. Автобазівська, буд. 6. Ліцензія від 15.04.2016 № 177.ЄДРПОУ 31160632",без паритету,Юнаковський,,,,,2020-10-30 00:00:00,Росія,RU,True
23.10.2017,521,RU521,"Кременчук (АВ вул. Воровського,32 б) - Москва","ТОВ ""АВТО-ОВІ""",ПП Карпов В.В.,Юнаківка,,15:55,15:55,Щоденно,2022-10-22 00:00:00,Росія,RU,True
,524,CZ524,Черкаси-Плзень,"ПП ""Автотранзит"" ПП ""Васильків трансавто""
",East West Help Desk sp.z.o.o.|EASTTRANS s.r.o.,Краковець,Шегині,30:00,30:00,Щоденно,2020-02-03 00:00:00,Чехія,CZ,True
08.12.2016,525,PL525,Дніпро-Щецин,"ФОП Гречанюк В.І. 21027, м. Вінниця, вул. Щорса 10-25 Ліцензія серії АГ № 504968",Jacek Legandziewicz JORDAN GROUP,Краковець,,41:20,,Щоденно,2019-05-26 00:00:00,Польща,PL,True
,526,CZ526,Рахів-Ліберець,"ФОП ""Коваль В.М.""","D.M.D.-GROUP, spol. s r.o.|Jacek Legendziewicz JORDAN Group",Краковець,Шегині,27:00,25:30,Щоденно,2022-10-18 00:00:00,Чехія,CZ,True
,528,PL528,Бориспіль-Гданськ,ФОП Мельник О.М.,NADIYA BUS Sp. z o.o.,Ягодин,Устилуг,23:30,24:30,Щоденно,2020-05-10 00:00:00,Польща,PL,True
