permision_delivery_date,n/o,id,march_route_name,company_name,company_name_external,border_crossing,border_crossing_alternative,march_route_time_direct,march_route_time_return,march_route_regularity,license_terms,destionation_country_name,destionation_country_code,march_route_status
,889,CZ889,"Запоріжжя АС-1(Леніна,20) - Прага","ТОВ ""ЛІНІЇ ПОЛІССЯ"", ВТП «Форум»","польський Фірма «Бюро JORDAN», чеські «Musil Tour spol. S.r.o.», «TRANS JOB s.r.o.»",Краковець ,Шегині,42:20,39:00,Щоденно,2019-11-14 00:00:00,Чехія,CZ,True
03.10.2017,893,PL893,Борщів-Варшава,ФОП Терлецький П.М.,LEON POL TRANS Sp. z o.o.,"Рава-Руська
",Грушів,13:10,13:10,Щоденно,2022-02-10 00:00:00,Польща,PL,True
,894,PL894,Коломия-Познань,"ПП ""Прикарпатський експресс"",
 ",Janosik Sp. z. o.o.,Рава-Руська, Грушів,16:40,,Щоденно,2019-05-10 00:00:00,Польща,PL,True
,903,RU903,Севастополь-Ростов-на-Дону,"ПП Ніка Тур 99057, м. Севастополь, вул. Юмашева 3-209.
 Ліцензія серії АВ № 114070",,Новоазовськ,,,,,2019-08-01 00:00:00,Росія,RU,True
,905,MD905,Сергіївка-Кишинів,"ПП ""Марченко Ю.Ю.""","S.R.L. ""TRANSNADAND AUTO""",Старокозаче,,05:20,05:20,Щоденно,2019-09-28 00:00:00,Молдова,MD,True
,906,MD906,Сергіївка-Бельци,,S.A. Parcul de Autobuze din Balti,Старокозаче,,09:27,,Щоденно,2021-09-27 00:00:00,Молдова,MD,True
,908,MD908,Сергіївка-Кишинів,"ТОВ ""АТП 15107""","I.I. ""Jolnaci Alexandru""",Старокозаче,,6:05,6:10,Щоденно,2019-12-11 00:00:00,Молдова,MD,True
,909,MD909,Сергіївка-Кишинів,"ТОВ ""Август V"", 
 65017, м. Одеса, Люстдорфська дорога, 5.
 Ліцензія серії АВ № 532461",Гализ С В ООО,Старокозаче,,,,,2019-04-16 00:00:00,Молдова,MD,True
,910,RU910,"Сєвєродонецк (АС, пр. Хіміків, 61) - Москва","ПП Лис-Авто-Транс 93120, м. Лисичанськ, Луганська обл.., пр. Леніна, 115/184.
 Ліцензія серії АД № 076951","ТОВ ""ЄвроВояж""",Просяне,,,,,2023-01-15 00:00:00,Росія,RU,True
06.09.2016,912,RU912,Сєвєродонецк  - Москва,"ПП ""АВТОЛАЙН КОМПАНІ""
 ","ООО АК ""СТОЛИЧНАЯ""",Танюшівка,,17:35,17:35,"Середа,субота",2019-05-09 00:00:00,Росія,RU,True
20.01.2017,914,RU914,Сєвєродонецьк  - Тула,ФОП Стєпанова В.Д.,без паритету,ПП Танюшівка,,16:30,16:30,Щоденно,2020-01-19 00:00:00,Росія,RU,True
,915,PL915,"Долина (вул. Привокзальна,1) - Лодзь","ФОП Федак І.М., 77503 м. Івано-Франківськ, м.Долина вул.Привокзальна,40",PKS Osrowcu SW,Краковець ,Грушів,16:00,15:10,Щоденно,2021-12-19 00:00:00,Польща,PL,True
,916,RU916,"СЄВЄРОДОНЕЦЬК пр.Хіміків,34 - РОЗСОШЬ",ФОП Додонов М.О.,"російський перевізник ООО ""Автовокзал города Россошь""",Танюшівка,,,,,2020-07-31 00:00:00,Росія,RU,True
17.07.2017,922,PL922,Дрогобич (пл. Злуки)-Варшава,"ТзОВ ""Львівське АТП - 14631""","PKS ""Polonus"" ",Рава-Руська,,11:40,10:35,Щоденно,2022-07-16 00:00:00,Польща,PL,True
,923,RU923,Сімферополь-Геленджик,"ПАТ Керченське АТП 14313 98302, м. Керч, вул. Вокзальне шосе, 44.
 Ліцензія серії АГ № 593939",ООО Апшеронское ПАТП,Керч,,,,,2019-02-27 00:00:00,Росія,RU,True
,924,RU924,Сімферополь-Краснодар,"ПАТ Керченське АТП 14313 98302, м. Керч, вул. Вокзальне шосе, 44.
 Ліцензія серії АГ № 593939","ИП Погорельцев В.А., ИП Шевченко С.Н.",Керч,,,,,2019-02-27 00:00:00,Росія,RU,True
,926,RU926,"Скадовськ (АС вул. Пасічника,3)-Москва","ФОП ""Мустачко В.М.""","ООО ""Транс-Вей""",Плетенівка,,26:30,26:20,Щоденно,2019-05-29 00:00:00,Росія,RU,True
,927,MD927,"Генічеськ (пров. Козакова, 6) - Каушани","ФОП Мустачко В.М. 
 м. Одеса, вул. Космонавтів, буд.6, кв.78 ліцензія АЕ 189339","S.A. ""BTA-35""",Маяки,,13:50,13:40,Щоденно,2020-12-21 00:00:00,Молдова,MD,True
,928,PL928,Великі Мости-Томашів Любельський ,"ТОВ ""Авто і світ"" 
 ",Agnieszka Sieracka,Рава-Руська,,02:30,02:30,Щоденно,2022-11-27 00:00:00,Польща,PL,True
,930,CZ930,Херсон-Прага,ФОП Гречанюк В. І. ,"польський - JORDAN Group
 чеський - TRANS JOB s.r.o.",Краковець  ,Шегині,38:30,37:30,Щоденно,2020-12-21 00:00:00,Чехія,CZ,True
09.10.2017,931,BY931,Славутич  - Комарин,ФОП Анікєєнко П.В.,ОАО Гомельоблавтотранс Филиал № 14,Славутич,,2:03  |  1:40,,Щоденно,2022-08-10 00:00:00,Білорусь,BY,True
,933,RU933,"Словянськ (вул. К.Маркса,48)-Ростов-на-Дону","ПрАТ Краматорське АТП-11410"", 
 84313, м. Краматорськ, Донецька обл., вул. Орджонікідзе, 6
 ПП ""ОсипаС.М.""
 84301, м. Краматорськ, Донецька обл., вул. Двірцева, 38/241","ООО ""ЭСКУЛАП""",Просяне,,,,,2019-05-26 00:00:00,Росія,RU,True
03.01.2018,934,PL934,Вінниця  - Вроцлав,ФОП Остапчук В.В.,"Zaklad Uslugowy ""DRIVER""",Краковець,Шегині,19:20,19:20,"Понеділок, вівторок, середа, четвер, субота",2023-02-01 00:00:00,Польща,PL,True
,937,RU937,"Станиця-Луганська АС (вул. Лермонтова,1) - Москва","ПП ""СЄВЄРОДОНЕЦЬКЕ ""КОМФОРТ-АВТО""",ИП Горшков Г.Е.,Просянне,,,,,2020-06-08 00:00:00,Росія,RU,True
,943,CZ943,Дрогобич-Ліберець,ТОВ ВТП Форум ,Nikolo s.r.o. Biuro Jordan,Краковець,,19:50,,Щоденно,2019-08-26 00:00:00,Чехія,CZ,True
,944,PL944,"Жовква (вул. Коновалка, 1) - Томашів Любельський","ТОВ ""Авто і світ"" 
",Agnieszka Sieracka,Рава-Руська,,02:25,02:25,Щоденно,2022-11-27 00:00:00,Польща,PL,True
,945,CZ945,Золочів - Карлові Вари,"ТОВ ""НАСОРОХ""
 ","""Rеgа & R"" spol.s.r.o.|WOJCIECH KAHAN",Краковець,Шегині,22:40,26:50,"Понеділок, вівторок, четвер, субота, неділя",2019-11-05 00:00:00,Чехія,CZ,True
,946,MD946,Судак-Кишинів,"ТОВ Тавртранс 95053, м. Сімферополь, вул. Київська, 4.
 Ліцензія серії АГ № 504796",Микора Транс ООО,Кучурган,,,,,2019-07-17 00:00:00,Молдова,MD,True
20.12.2016,950,RU950,"Суми (вул. Баумана,40)-Москва","ФОП Андронова В.І.
 ФОП Калуженов В.В. 
 м. Харків, Орджонікідзевський р-н, вул. Роганська, буд. 148, кім.98, Ліцензія АГ № 504996",ІП «Легенький М.Є.»,Катеринівка,,14:10,13:35,Щоденно,2019-12-19 00:00:00,Росія,RU,True
,952,PL952,Калуш-Мінськ Мазовецький,"ПАТ ""Калуське автотранспортне підприємство""",ПКС м. Мінськ Мазовецький,Рава-Руська,,13:40,16:30,Щоденно,2022-03-10 00:00:00,Польща,PL,True
02.11.2017,953,RU953,"Суми АВ (вул. Баумана,40) - Курськ",ФОП Кулішенко О.О.,російський перевізник ООО Диспечер,Юнаківка,,05:10,05:10,Щоденно,2022-10-23 00:00:00,Росія,RU,True
,954,RU954,Суми-Глушково,"ПП Петренко А.П. 40030, м. Суми, вул. Засумська, 16-б, кв. 29.
 Ліцензія серії АВ № 337243",Без паритету,Рижівка,,,,,2019-02-02 00:00:00,Росія,RU,True
05.03.2019,955,RU955,Суми - Курськ,ФОП Петренко А.П.,ИП Смольговский В.В.,Рижівка,,07:20,07:20,Щоденно,2024-04-03 00:00:00,Росія,RU,True
,957,RU957,Суми-Москва,"ПП Лис-Авто-Транс 93120, м. Лисичанськ, Луганська обл.., пр. Леніна, 115/184.
 Ліцензія серії АД № 076951",ООО МЕРЕДИАН,Бачівськ,,,,,2020-02-02 00:00:00,Росія,RU,True
,959,RU959,"Київ (АС ""Київ"", вул. С. Петлюри,32)-Вороніж","ТОВ УШ АТП 10943 91047, м. Луганськ, вул. Оборонна, 101в.
 Ліцензія серії АВ № 415693",ИП Чудаков В.В.,Катеринівка,,,,,2019-03-03 00:00:00,Росія,RU,True
11.08.2016,961,BY961,"Рівне (АС, вул. Київська,40)-Мінськ","ПП ""Корецьавтотранс""","КТП ""Минсктранс""",Городище,,11:30,11:30,Щоденно,2021-10-08 00:00:00,Білорусь,BY,True
,962,LT962,Київ-Вільнюс,"ТОВ Українські лінії 03113, м. Київ, пр. Перемоги, 62б. Ліцензія серії АЕ № 572036 ТОВ Ельбрус-Транс 03113, м. Київ, пр-т. Перемоги, 62 б Ліцензія серії АЕ № 572073",UAB Tolimojo Keleivinio Transporto kompania,Нові Яриловичі,,,,,2019-02-16 00:00:00,Литва,LT,True
,963,PL963,Київ  - Варшава,"ТОВ Українські лінії. ,
 ТОВ ""ААЗ Трейдінг-Автолюкс"", ",Ecolines Polska Sp.z.o.o.,"Ягодин / Устилуг  
",Угринів,15:20,14:00,Щоденно,2019-07-07 00:00:00,Польща,PL,True
05.06.2018,964,IT964,"Тернопіль (вул. Живова,7) - Авеліно","ТОВ ""ЕРАБУС""",MOFFA TURISMO E SERVISI s.r.l.,Чоп,,36:35,36:10,"Пт, Нд",2023-05-13 00:00:00,Італія,IT,True
,965,MD965,"Київ АВ (пр. Науки,1) - Кишинів","ТОВ ""АТМ ТРАНС"" , 03040, м. Київ, вул. Васильківська, буд. 1, оф.206, Ліцензія АЕ № 573313",Жолнач Александру ИП,Могилів Подільський,,,,,2021-09-22 00:00:00,Молдова,MD,True
15.01.2015,967,PL967,"Київ (АС ""Дачна"") - Вроцлав","ВАТ ""Львівське АТП 14630"" 79019, м. Львів, вул. Городницька, 47 Ліцензія серії АВ № 371720",SOKOL FPU,Краковець,,24:00,24:15,Щоденно,2020-01-14 00:00:00,Польща,PL,True
,968,RU968,Торез-Таганрог,"ПП Рябченко Ю.Ф. 86600, Донецька обл., м. Торез, вул. Т.Бірлевої, буд. 51, кв. 4.
 Ліцензія серії АВ № 525770",Без паритету,Маринівка,,,,,2019-10-09 00:00:00,Росія,RU,True
,970,CZ970,Київ - Прага,ПП ТВАД,AGAT B.U.H. UMBRELLA COACH & BUSES s.r.o,Краковець,Шегині,27:05,27:40,Щоденно,2019-10-07 00:00:00,Чехія,CZ,True
,971,RU971,Торецьк АС (вул. Жовтнева) - Краснодар,"ФОП Шапран С.М.
 85103, м. Костянтинівка, Донецька обл., вул. Островського, 44","російський перевізник ТОВ ""Столичний автобус""",Гоптівка,,,,,2020-12-07 00:00:00,Росія,RU,True
,972,RU972,Торецьк АС (вул. Жовтнева) - Санкт-Петербург,"ФОП Шапран С.М.
 85103, м. Костянтинівка, Донецька обл., вул. Островського, 44","російський перевізник ООО ""Столичный Автокомбинат""",Нові Яриловичі,,,,,2020-01-08 00:00:00,Росія,RU,True
22.02.2019,973,BY973,"Трускавець (АВ вул. Дрогобицька, 35) - Мінськ","ТОВ Українські лінії 03113, м. Київ, пр. Перемоги, 62б. Ліцензія серії АЕ № 572036",Чтуп Автобус-Тур,Доманове,,14:55,14:55,Щоденно,2024-02-21 00:00:00,Білорусь,BY,True
,974,RU974,"Трускавець (АС вул. Дрогобичська, 35)-Москва (Новоясенівська)","ТОВ ""Вега-Райзен"" 
 03040, м. Київ, вул. Васильківська, буд. 22. Ліцензія серії АВ № 337613,
 ТОВ ""ОДРІ"", 
 79016, м. Львів, вул. Меретина, 10/1. Ліцензія серії АВ № 545195""",ООО Ной,Бачівськ/Катеринівка,,,,,2019-05-26 00:00:00,Росія,RU,True
,976,EE976,Київ (АВ пр-т. Науки1/2)-Таллін,"ПП ""АВТОТРАНЗИТ"" 
 03191, м. Київ, вул. Смолича Юрія, буд. 6-В, кв.105, ліцензія АЕ № 422922 
 ПП ""ТВАД""
  Київ, пр. Палладіна, буд.18/30, кв.52, Ліцензія АГ № 590907, Київ, вул. Охтирська, 8, оф.8",AS LUX Express Estonia,Нові Яриловичі,,21:55,22:05,Щоденно,2024-01-15 00:00:00,Естонія,EE,True
27.04.2017,977,PL977,"Умань АС (вул. Київська,1) - Катовіце","ТОВ Українські лінії 03113, м. Київ, пр. Перемоги, 62б. Ліцензія серії АЕ № 572036 ТОВ ""ААЗ ТРЕЙДІНГ-АВТОЛЮКС"", 03062, М. Київ, вул. Чистяківська, буд.30 ЄДРПОУ 40784911",польський перевізник Ecolines Polsko Sp.z o.o.,Краковець,,18:45,17:10,Щоденно,2020-04-26 00:00:00,Польща,PL,True
,978,CZ978,Коломия  - Плзень,"ПП ""Ніколо-Україна""",Nikolo-CZ spol.s.r.o.PKS w Nysie Spolka z o.o.,Рава-Руська,,20:50,,Щоденно,2021-05-25 00:00:00,Чехія,CZ,True
13.06.2017,980,BY980,"Трускавець АС (вул. Дрогобицька,35)-Гомель","ТОВ ""Автоекспрес"", м. Чернігів, вул. Борисенка,60, Ліцензія АГ № 504770",ОАО «ГОМЕЛЬОБЛАВТОТРАНС» филиал «АВТОБУСНЫЙ ПАРК №1»,Нові Яриловичі,,18:10,18:10,Щоденно,2020-12-06 00:00:00,Білорусь,BY,True
18.12.2017,989,RU989,Тячів  - Москва,ФОП Савула Р.Ю. ,"ООО ""Карпатлайн""",Бачівськ,,30:30,29:30,Щоденно,2022-12-17 00:00:00,Росія,RU,True
16.01.2015,990,PL990,Володимир-Волинський - Варшава,"ПП Павловський І.П. 44750, Волинська обл., Володимир-Волинський р-н, с. Льотниче, вул. Комсомольська, 17 Ліцензія серії АГ № 504969",ZUT-H Teresa Marcyniuk,Ягодин,,06:10,06:10,Щоденно,2020-01-15 00:00:00,Польща,PL,True
,992,CZ992,"Тячів АС (вул. Маяковського,4а) - Прага","ТОВ ""Лубертяношбус"", Закарпатська обл., Хустський р-н., с. Даргово, вул. Леніна, буд. 164",Чеський перевізник LUBJANO TRANS s.r.o.,Ужгород,,18:30,18:30,щоденно,2022-04-27 00:00:00,Чехія,CZ,True
,993,CZ993,Тячів-Прага,ФОП Меньок Н.І. ФОП Немеш І.Ф.,VO-Trans EU s.r.o.,Ужгород,,20:15,20:15,Щоденно,2020-06-12 00:00:00,Чехія,CZ,True
,994,CZ994,Тячів-Прага,ФОП Щока Ю.Ю. ,"""REGA & R"" spol. s.r.o.",Ужгород,,15:39,15:39,Щоденно,2022-10-12 00:00:00,Чехія,CZ,True
,995,SK995,"Ужгород (вул. Станційна,2) - Кошице","ПАТ Ужгородське АТП 12107 88015, м. Ужгород, вул. Радіщева, 2 Ліцензія серії АВ № 545256",TUROBUS,Ужгород,,,,,2019-03-12 00:00:00,Словаччина,SK,True
,996,SK996,"Ужгород (вул. Станційна,2) - Михайловце","ПАТ ""Ужгородське АТП 12107"" 88015, м. Ужгород, вул. Радіщева, 2 Ліцензія серії АВ № 545256",ARRIVA MICHALOVCE a.s.,Ужгород,,,,,2023-02-25 00:00:00,Словаччина,SK,True
,997,SK997,"Ужгород АС (вул. Станційна,2) - Свіднік","ПАТ ""Ужгородське АТП 12107"" 88015, м. Ужгород, вул. Радіщева, 2 Ліцензія серії АВ № 545256","словацький перевізник CK Evrotour, s.r.o.",ужгород,,,,,2020-04-23 00:00:00,Словаччина,SK,True
,998,AT998,"Ужгород АС-1 (вул. Станційна,2) - Відень","ФОП Калістратов С.А., 
 89502, Закарпатська обл., м. Чоп, вул. Берег, 67, ліцензія АГ № 504808","угорський перевізник Fonixbusz Kft,
 австрійський перевізник Blaguss Reisen GmbH","Чоп КПП ""Тиса""",,,,,2020-12-02 00:00:00,Австрія,AT,True
,1001,SK1001,Ужгород-Пряшов,"ПАТ Ужгородське АТП 12107 88015, м. Ужгород, вул. Радіщева, 2 Ліцензія серії АВ № 545256",САД м. Пряшев,Ужгород,,,,,2020-01-16 00:00:00,Словаччина,SK,True
23.04.2015,1007,PL1007,"Іваничі (вул. Залізнична, 12)-Красностав","ПП Михалусь Л.А. 45351, Волинська обл., Іваничівський р-н, с. Біличі, вул. Шевченка, 13 Ліцензія серії АГ № 588993",ZUT-H Teresa Marcyniuk,Ягодин,,04:40,04:40,Щоденно,2020-04-22 00:00:00,Польща,PL,True
,1009,RU1009,Феодосія-Краснодар,"ПАТ Керченське АТП 14313 98302, м. Керч, вул. Вокзальне шосе, 44.
 Ліцензія серії АГ № 593939",ООО Кубаньавто,порт Крим,,,,,2019-02-27 00:00:00,Росія,RU,True
,1010,RU1010,"Харків (АС-1, пр. Гагаріна, 22) - Москва","ТОВ ""Фірма ""Ікарус"" 61017, м. Харків, вул. Сіриківська, 12.","ООО ""СЛАВТУРС""",Плетенівка,,,,,2019-02-28 00:00:00,Росія,RU,True
,1012,RU1012,"Харків (АВ Привокзальний, пл. Привокзальна, 1) - Москва","ТОВ ""АВТО-ОВІ"", 61099, м. Харків, пр-т. Московський, 248 г, ліцензія АЕ № 421550","ООО ""Турцентр-Єкспо""",Гоптівка,,,,,2022-07-16 00:00:00,Росія,RU,True
,1013,RU1013,"Харків (АВ просп. Гагаріна,22)-Ростов-на-Дону","ТОВ ""АВТО-ОВІ"", 61099, м. Харків, пр-т. Московський, 248 г, ліцензія АЕ № 421550","ООО ""Турцентр-Єкспо""",Чугунівка,,,,,2019-06-04 00:00:00,Росія,RU,True
,1015,RU1015,"Харків (АВ, пр-кт. Гагаріна, 22)-Брянськ","ТОВ ""АВТО-ОВІ"", 61099, м. Харків, пр-т. Московський, 248 г, ліцензія АЕ № 421550","ООО ""Турцентр-ЭКСПО""",Велика Писарівка,,,,,2019-07-28 00:00:00,Росія,RU,True
,1016,RU1016,"Харків (вул. Гагаріна, 22) - Ростов-на-Дону","ТОВ Чугуївське АТП-16350 63503, Харківська обл., м. Чугуїв, пр. Мічуріна, 2а.
 Ліцензія серії АГ № 592096","ООО ""Ростовская транспортная компания""",Чугунівка,,,,,2019-02-24 00:00:00,Росія,RU,True
,1018,RU1018,"Харків (вул. Гагаріна, 22) - Ростов-на-Дону","ТОВ Чугуївське АТП-16350 63503, Харківська обл., м. Чугуїв, пр. Мічуріна, 2а.
 Ліцензія серії АГ № 592096","ООО ""Ростовская транспортная компания""",Чугунівка,,,,,2019-02-24 00:00:00,Росія,RU,True
05.03.2019,1022,MD1022,"Харків (АС №1, пр. Гагаріна,22) - Кишинів",ФОП Пивоваров О.О.,"SRL ""BESCHI TRANS""| S.R.L. ""DAVID&DANIL""",Маяки,,16:45,16:45,Щоденно,2019-07-17 00:00:00,Молдова,MD,True
,1023,PL1023,"Київ (АС Видубичі, вул.Набережно-Печерська дорога, 10а)-Варшава","ОВ Українські лінії 03113, м. Київ, пр. Перемоги, 62б. Ліцензія серії АЕ № 572036 ТОВ ""ААЗ ТРЕЙДІНГ-АВТОЛЮКС"", 03062, М. Київ, вул. Чистяківська, буд.30 ЄДРПОУ 40784911","польський перевізник ""Ecolines Polska"" Sp.z.o.o.",Доманово,,,,,2020-07-24 00:00:00,Польща,PL,True
,1024,RU1024,"Харків (АС-1, пр. Гагаріна, 22) - Москва","ТОВ ""Фірма ""Ікарус"" 61017, м. Харків, вул. Сіриківська, 12.","ООО ""СЛАВТУРС""",Плетенівка,,,,,2019-02-28 00:00:00,Росія,RU,True
,1025,RU1025,"Харків (АС-1, пр. Гагаріна,22)-Вороніж","СПД Дунаєв В.М. 61124, м. Харків, вул. Зернова, 53, кв. 147. 
 Ліцензія серії АВ № 525745;",ИП Исайкин Д.А.,Гоптівка,,,,,2019-02-24 00:00:00,Росія,RU,True
,1027,MD1027,Київ-Кишинів,"ТОВ ""АТМ Транс""","I.I. Jolnaci Alexanru|SRL ""Verhovtevo Trans""",Платонове,,11:00,11:10,Щоденно,2019-08-20 00:00:00,Молдова,MD,True
,1028,RU1028,"Харків (АС-3, пл. Повстання, 6) - Волоконівка",ФОП Аракелян А. О.,без паритету,Плетенівка,,,,,2022-07-16 00:00:00,Росія,RU,True
,1029,RU1029,"Харків (АС-3, пл. Повстання, 6) - Волоконівка",ФОП Аракелян А. О.,без паритету,Бударки,,,,,2022-07-16 00:00:00,Росія,RU,True
,1030,RU1030,"Харків (АС-3пл. Повстання,6) - Вороніж","СПД Дунаєв В.М. 61124, м. Харків, вул. Зернова, 53, кв. 147. 
 Ліцензія серії АВ № 525745;",ИП Исайкин Д.А.,Гоптівка,,,,,2021-05-09 00:00:00,Росія,RU,True
,1031,RU1031,"Харків (АС-6пр. Московський,299-а) - Валуйки",ФОП Аракелян А. О.,без паритету,Чугунівка,,,,,2020-07-16 00:00:00,Росія,RU,True
05.10.2017,1032,PL1032,Локачі -Хелм,ПП Павловський І.П. ,ZUT-H Teresa Marcyniuk,Устилуг,Ягодин,4:10,4:10,Щоденно,2020-04-10 00:00:00,Польща,PL,True
05.10.2017,1033,RU1033,Харків-Рокитне,ФОП Сумець М.М.,"ТОВ""Грайворонське ТП""",Олександрівка,,06:00,06:20,Щоденно,2020-04-10 00:00:00,Росія,RU,True
,1035,RU1035,"Харків (пр-т. Гагаріна,22)-Москва АВ (Щелкинское шосе)","СПД Дунаєв В.М. 61124, м. Харків, вул. Зернова, 53, кв. 147. 
 Ліцензія серії АВ № 525745; ФОП Калуженов В.В. ,м. Харків, Орджонікідзевський р-н, вул. Роганська, буд. 148, кім.98, Ліцензія АГ № 504996",ИП Легенький М.Е.,Гоптівка,,,,,2021-11-23 00:00:00,Росія,RU,True
29.09.2016,1036,RU1036,Харків-Ростов-на-Дону,"ТОВ""АВТО-ОВІ""","ООО""Турцентр-ЭКСПО""",Чугунівка,,14:00,14:00,Щоденно,2019-09-28 00:00:00,Росія,RU,True
,1038,RU1038,Київ (АС Київ) - Вороніж,"ТОВ ""НВП НЕП ХХI"" м.Київ, вул. Московська, 37/2, оф. 79",без паритету,Катеринівка,,,,,2021-12-19 00:00:00,Росія,RU,True
,1040,RU1040,"Харків (пр. Гагаріна, 22) - Орел","ТОВ фірма Ікарус 61017, м. Харків, вул. Сіриківська, 12.
 Ліцензія серії АГ № 504618","ТОВ ""Диспетчер""",Гоптівка,,,,,2020-06-04 00:00:00,Росія,RU,True
15.11.2016,1042,RU1042,Харків-Липецьк,"ПП""Фірма Ікарус-Авто""","ЗАТ працівників НП""Експрес-Липецьк""",Гоптівка,,10:55,11:55,Щоденно,2020-07-16 00:00:00,Росія,RU,True
,1043,PL1043,Львів  - Лодзь,"ТзОВ ""Львівське АТП - 14631"" 
 ",ПКС Лодзь,Рава-Руська,,12:30,10:50,Щоденно,2023-10-16 00:00:00,Польща,PL,True
,1045,PL1045,Львів-Перемишль,"ТзОВ ""Львівське АТП - 14631"", 
 ",PKS Spolka z o.o. w Przemyslu,Шегині,,03:20,03:20,,2019-10-11 00:00:00,Польща,PL,True
,1046,RU1046,"Харків АС-1 (пр-т. Гагаріна,22) - Москва (АВ ""Южные Ворота"")","ТОВ ""АВТО-ОВІ"", 61099, м. Харків, пр-т. Московський, 248 г, ліцензія АЕ № 421550","ООО ""Турцентр-Єкспо""",Гоптівка,,,,,2022-07-16 00:00:00,Росія,RU,True
,1047,RO1047,"Харків АС-1 пр-т Гагаріна,22 - Сучава","ТДВ Денисівка 58007, м. Чернівці, вул. М. Тореза, 64Б Ліцензія серії АГ № 587966",без паритету,Порубне,,,,,2020-11-06 00:00:00,Румунія,RO,True
,1048,DE1048,"Харків АС, (пр. Гагаріна,22) - Бонн","ТОВ Євроклуб 03142, м. Київ, вул. В.Стуса, 9/89. Ліцензія серії АВ № 532422","Firma Euroclub Busreisen GmbH, KVN Internationaler Linienverkehr GmbH",Мостиська/ Краковець,,,,,2022-03-26 00:00:00,Німеччина,DE,True
,1073,RU1073,"Харків(автостанція ""Привокзальна"", вул. Є. Котляра,11) - Вороніж","ПП Фірма Ікарус-Авто Фактична адреса – 61000, м. Харків, пр. Фрунзе, 10., пр. Гагаріна буд. 127 А
 Ліцензія серії АВ № 510481","російський перевізник ІП Дробишев В.В., м. Вороніж, вул. Володимира Невського, 81-121",плетенівка,,,,,2020-03-20 00:00:00,Росія,RU,True
21.03.2017,1074,,Харків-Вороніж,ПП Фірма Ікарус-Авто ," ОАО ВПАТП №3, ",Гоптівка,,9:18,9:55,Щоденно,2021-09-08 00:00:00,Росія,RU,True
,1075,RU1075,"Харків(АС-1 пр-кт. Гагаріна, 22) -Вороніж","ПП Фірма Ікарус-Авто Фактична адреса – 61000, м. Харків, пр. Фрунзе, 10., пр. Гагаріна буд. 127 А
 Ліцензія серії АВ № 510481","російський перевізник ОАО ВПАТП №3, м. Вороніж, вул. Пеше Стрелецька, д. 86",Гоптівка,,,,,2021-09-08 00:00:00,Росія,RU,True
,1076,PL1076,Ковель-Варшава,"ТДВ ""АТП 10706""","PKS ""Polonus"" w Warszawie ",Ягодин,,08:10,08:10,Щоденно,2022-03-12 00:00:00,Польща,PL,True
,1077,PL1077,Ковель-Варшава,"ТДВ ""Ковельське АТП"" 
 ","PKS ""Polonus"" w Warszawie",Ягодин,,08:30| 09:00| 09:00,08:50| 09:00| 07:40,Щоденно,2019-11-23 00:00:00,Польща,PL,True
,1083,IT1083,"Херсон (АВ вул. Будьонного,1) - Турін","ТОВ ""ОДРІ"", 
 79016, м. Львів, вул. Меретина, 10/1. Ліцензія серії АВ № 545195",MOFA TURISMO E SERVIZI s.r.l.,Чоп / Лужанка,,,,,2020-04-27 00:00:00,Італія,IT,True
29.11.2017,1084,RU1084,"Херсон (вул. Будьоного,1) - Санк-Петербург","СПД Мірчев А.Г. 
 Одеська обл., Ізмаїльськийр-н, с. Утконосівка,
 вул. Комсомольська, буд. 8 Ліцензія серії АБ № 297691",ООО БАССИС ЛАЙН,"Сеньківка / 
 Нові Яриловичі",,31:40,29:55,Щоденно,2020-11-28 00:00:00,Росія,RU,True
,1085,PL1085,Ковель-Люблін,"ТДВ ""АТП 10706"" ",PKS w Chelmie Sp z o.o.,Ягодин,,04:20,,Щоденно,2019-10-30 00:00:00,Польща,PL,True
,1087,IT1087,Ковель - Гроссето,"ТОВ ""ТРАНСФОРМЕР ПЛЮС""",BONELLI BUS,Чоп (Україна),,,,,2020-10-22 00:00:00,Італія,IT,True
,1089,MD1089,Одеса-Кишинів,"ТОВ Август V 65017, м. Одеса, Люстдорфська дорога, 5.
 Ліцензія серії АВ № 532461",Гализ С В ООО,Старокозаче,,,,,2020-02-04 00:00:00,Молдова,MD,True
18.12.2017,1092,RU1092,Кривий Ріг - Москва,"ТОВ ""Форум Авто""
 ",Без паритету,Гоптівка,,19:05,22:20,Щоденно,2020-12-17 00:00:00,Росія,RU,True
,1094,PL1094,"Немирів (вул. Равська, 7) - Томашів Любельський","ТОВ ""Авто і світ"" 
 80300, м. Жовква, пл. Коновальця, 1 Ліцензія серії АВ № 532579",Agnieszka Sieracka,Рава-Руська,,02:30,02:30,"Щоденно, крім свят Різдва Христового та Великодня",2022-11-27 00:00:00,Польща,PL,True
02.07.2018,1095,PL1095,Луцьк-Варшава,"ТДВ ""Волиньавтотранс""",BIACOMEX S.A.,Устилуг,,09:30,09:40,Щоденно,2023-01-07 00:00:00,Польща,PL,True
17.10.2018,1097,IT1097,"Херсон (АВ. Вул. Буденного,1)-Фоджа",ФОП Сасін В.М.,Eurobooking S.r.l.,Лужанка,,41:00,41:00,Через день,2023-10-16 00:00:00,Італія,IT,True
